page,query,clicks,impressions,ctr,position
https://www.williamsburgmedspa.com/blog/sculptra-alternatives-in-williamsburg-va,body contouring williamsburg va,0,3,0,81.33333333333333
https://www.williamsburgmedspa.com/blog/sculptra-alternatives-in-williamsburg-va,botox williamsburg va,0,1,0,75
https://www.williamsburgmedspa.com/blog/sculptra-alternatives-in-williamsburg-va,dermal fillers williamsburg,0,10,0,45.2
https://www.williamsburgmedspa.com/blog/sculptra-alternatives-in-williamsburg-va,dermal fillers williamsburg va,0,20,0,50.7
https://www.williamsburgmedspa.com/blog/sculptra-alternatives-in-williamsburg-va,facial dermal filler williamsburg va,0,1,0,40
https://www.williamsburgmedspa.com/blog/sculptra-alternatives-in-williamsburg-va,forehead rejuvenation williamsburg va,0,1,0,50
https://www.williamsburgmedspa.com/blog/sculptra-alternatives-in-williamsburg-va,non-surgical services williamsburg va,0,1,0,34
https://www.williamsburgmedspa.com/blog/sculptra-alternatives-in-williamsburg-va,sculptra alternatives,0,1,0,81
https://www.williamsburgmedspa.com/blog/sculptra-alternatives-in-williamsburg-va,sculptra williamsburg va,0,14,0,9.5
https://www.williamsburgmedspa.com/blog/sculptra-alternatives-in-williamsburg-va,sculptra® williamsburg va,0,1,0,11
https://www.williamsburgmedspa.com/consult,body contouring williamsburg va,0,4,0,67.5
https://www.williamsburgmedspa.com/consult,botox williamsburg va,0,2,0,81
https://www.williamsburgmedspa.com/consult,hydrafacial williamsburg va,0,5,0,79.6
https://www.williamsburgmedspa.com/consult,med spa williamsburg va,0,6,0,72.16666666666667
https://www.williamsburgmedspa.com/consult,medical spa williamsburg,0,2,0,99.5
https://www.williamsburgmedspa.com/consult,medspa williamsburg,0,3,0,52.666666666666664
https://www.williamsburgmedspa.com/consult,medspa williamsburg va,0,1,0,99
https://www.williamsburgmedspa.com/events,botox parties near me,0,3,0,94.66666666666667
https://www.williamsburgmedspa.com/events,botox party washington dc,0,1,0,51
https://www.williamsburgmedspa.com/events,botox williamsburg va,0,7,0,50
https://www.williamsburgmedspa.com/events,botox® williamsburg va,0,1,0,49
https://www.williamsburgmedspa.com/events,med spa events,0,3,0,48
https://www.williamsburgmedspa.com/events,med spa party washington dc,0,1,0,67
https://www.williamsburgmedspa.com/events,med spa williamsburg,0,10,0,20.1
https://www.williamsburgmedspa.com/events,med spa williamsburg va,0,39,0,34.15384615384615
https://www.williamsburgmedspa.com/events,medical spa events,0,2,0,54
https://www.williamsburgmedspa.com/events,medical spa williamsburg,0,22,0,8.954545454545453
https://www.williamsburgmedspa.com/events,medspa events,0,28,0,71.64285714285714
https://www.williamsburgmedspa.com/events,medspa williamsburg,0,5,0,82.4
https://www.williamsburgmedspa.com/events,medspa williamsburg va,0,2,0,30
https://www.williamsburgmedspa.com/locations,med spa williamsburg,0,8,0,7.125
https://www.williamsburgmedspa.com/locations,med spa williamsburg va,0,17,0,3.823529411764706
https://www.williamsburgmedspa.com/locations,medical spa williamsburg,0,22,0,8.954545454545453
https://www.williamsburgmedspa.com/locations,medspa williamsburg va,0,1,0,4
https://www.williamsburgmedspa.com/locations/james-city-county-va,dermal fillers williamsburg va,0,1,0,35
https://www.williamsburgmedspa.com/locations/james-city-county-va,dermal near me,0,1,0,11
https://www.williamsburgmedspa.com/locations/james-city-county-va,med spa williamsburg,0,2,0,91.5
https://www.williamsburgmedspa.com/locations/james-city-county-va,med spa williamsburg va,0,19,0,68.78947368421052
https://www.williamsburgmedspa.com/locations/james-city-county-va,med spas near me,0,1,0,5
https://www.williamsburgmedspa.com/locations/james-city-county-va,medial spa,0,1,0,4
https://www.williamsburgmedspa.com/locations/james-city-county-va,medspa williamsburg va,0,1,0,87
https://www.williamsburgmedspa.com/locations/james-city-county-va,"pain therapist in james city county, va",0,4,0,69.25
https://www.williamsburgmedspa.com/locations/james-city-county-va,"pain therapy in james city county, va",0,1,0,45
https://www.williamsburgmedspa.com/locations/james-city-county-va,williamsburg med spa,0,2,0,26
https://www.williamsburgmedspa.com/locations/kingsmill-va,dermal fillers williamsburg va,0,5,0,46
https://www.williamsburgmedspa.com/locations/kingsmill-va,med spa williamsburg va,0,6,0,48
https://www.williamsburgmedspa.com/locations/kingsmill-va,medical spa williamsburg,0,1,0,94
https://www.williamsburgmedspa.com/locations/kingsmill-va,medspa williamsburg,0,1,0,57
https://www.williamsburgmedspa.com/locations/kingsmill-va,regenerative clinic williamsburg va,0,1,0,15
https://www.williamsburgmedspa.com/locations/newport-news-va,aesthetics near me,0,1,0,12
https://www.williamsburgmedspa.com/locations/newport-news-va,alternative medi spa,0,1,0,72
https://www.williamsburgmedspa.com/locations/newport-news-va,best spas in williamsburg va,0,1,0,38
https://www.williamsburgmedspa.com/locations/newport-news-va,botox in newport news va,0,2,0,47
https://www.williamsburgmedspa.com/locations/newport-news-va,botox near me,0,3,0,30
https://www.williamsburgmedspa.com/locations/newport-news-va,botox newport news,0,5,0,41.6
https://www.williamsburgmedspa.com/locations/newport-news-va,cosmetic surgery newport news,0,4,0,49
https://www.williamsburgmedspa.com/locations/newport-news-va,cryotherapy clinic near me,0,5,0,16.8
https://www.williamsburgmedspa.com/locations/newport-news-va,dermal fillers near me,0,3,0,24.666666666666668
https://www.williamsburgmedspa.com/locations/newport-news-va,dermal fillers newport news,0,11,0,36.45454545454545
https://www.williamsburgmedspa.com/locations/newport-news-va,dermal fillers newport news va,0,2,0,31
https://www.williamsburgmedspa.com/locations/newport-news-va,hifu near me,0,1,0,7
https://www.williamsburgmedspa.com/locations/newport-news-va,med spa,0,1,0,12
https://www.williamsburgmedspa.com/locations/newport-news-va,med spa near me,0,4,0,11.75
https://www.williamsburgmedspa.com/locations/newport-news-va,med spa newport news,0,37,0,22.83783783783784
https://www.williamsburgmedspa.com/locations/newport-news-va,med spa williamsburg,0,3,0,66.33333333333333
https://www.williamsburgmedspa.com/locations/newport-news-va,med spa williamsburg va,0,30,0,50.3
https://www.williamsburgmedspa.com/locations/newport-news-va,medical spa,0,1,0,12
https://www.williamsburgmedspa.com/locations/newport-news-va,medical spa consultation,0,1,0,8
https://www.williamsburgmedspa.com/locations/newport-news-va,medical spa near me,0,1,0,12
https://www.williamsburgmedspa.com/locations/newport-news-va,medical spa williamsburg,0,2,0,89
https://www.williamsburgmedspa.com/locations/newport-news-va,medspa,0,1,0,12
https://www.williamsburgmedspa.com/locations/newport-news-va,medspa near me,0,4,0,12
https://www.williamsburgmedspa.com/locations/newport-news-va,medspa newport news,0,1,0,23
https://www.williamsburgmedspa.com/locations/newport-news-va,medspa williamsburg,0,5,0,41.8
https://www.williamsburgmedspa.com/locations/newport-news-va,medspa williamsburg va,0,1,0,82
https://www.williamsburgmedspa.com/locations/newport-news-va,newport news plastic surgery,0,1,0,49
https://www.williamsburgmedspa.com/locations/newport-news-va,plasma pen treatments near me,0,10,0,12.1
https://www.williamsburgmedspa.com/locations/newport-news-va,prp injection under eye near me,0,1,0,9
https://www.williamsburgmedspa.com/locations/newport-news-va,scar treatment newport news,0,2,0,88.5
https://www.williamsburgmedspa.com/locations/newport-news-va,spa in newport news va,0,27,0,65.55555555555556
https://www.williamsburgmedspa.com/locations/newport-news-va,spas in newport news va,0,4,0,64.75
https://www.williamsburgmedspa.com/locations/newport-news-va,williamsburg med spa,0,3,0,33.333333333333336
https://www.williamsburgmedspa.com/locations/williamsburg-va,best spa in williamsburg va,0,1,0,72
https://www.williamsburgmedspa.com/locations/williamsburg-va,best spas in williamsburg va,0,1,0,81
https://www.williamsburgmedspa.com/locations/williamsburg-va,botox williamsburg va,0,1,0,76
https://www.williamsburgmedspa.com/locations/williamsburg-va,clinic williamsburg,0,2,0,66
https://www.williamsburgmedspa.com/locations/williamsburg-va,day spa in williamsburg va,0,1,0,87
https://www.williamsburgmedspa.com/locations/williamsburg-va,facial williamsburg va,0,1,0,72
https://www.williamsburgmedspa.com/locations/williamsburg-va,hydrafacial williamsburg va,0,4,0,69.75
https://www.williamsburgmedspa.com/locations/williamsburg-va,med spa williamsburg,0,4,0,38
https://www.williamsburgmedspa.com/locations/williamsburg-va,med spa williamsburg va,0,45,0,21.044444444444444
https://www.williamsburgmedspa.com/locations/williamsburg-va,medical spa williamsburg,0,4,0,72.25
https://www.williamsburgmedspa.com/locations/williamsburg-va,medspa williamsburg,0,9,0,21.333333333333332
https://www.williamsburgmedspa.com/locations/williamsburg-va,medspa williamsburg va,0,1,0,33
https://www.williamsburgmedspa.com/locations/williamsburg-va,n4 med spa williamsburg,0,2,0,47
https://www.williamsburgmedspa.com/locations/williamsburg-va,williamsburg med spa,0,28,0,9.357142857142858
https://www.williamsburgmedspa.com/locations/williamsburg-va,yes,0,1,0,4
https://www.williamsburgmedspa.com/locations/yorktown-va,best spas in williamsburg va,0,1,0,87
https://www.williamsburgmedspa.com/locations/yorktown-va,body contouring williamsburg va,0,4,0,82.75
https://www.williamsburgmedspa.com/locations/yorktown-va,emsculpt neo williamsburg,0,2,0,47.5
https://www.williamsburgmedspa.com/locations/yorktown-va,hydrafacial williamsburg va,0,4,0,83.75
https://www.williamsburgmedspa.com/locations/yorktown-va,med spa in ashbrook commons,0,1,0,89
https://www.williamsburgmedspa.com/locations/yorktown-va,med spa williamsburg,0,2,0,67.5
https://www.williamsburgmedspa.com/locations/yorktown-va,med spa williamsburg va,0,13,0,86.92307692307692
https://www.williamsburgmedspa.com/locations/yorktown-va,medical spa purcellville va,0,1,0,90
https://www.williamsburgmedspa.com/locations/yorktown-va,medical spa williamsburg,0,2,0,91.5
https://www.williamsburgmedspa.com/locations/yorktown-va,medspa williamsburg,0,4,0,77
https://www.williamsburgmedspa.com/locations/yorktown-va,medspa williamsburg va,0,1,0,97
https://www.williamsburgmedspa.com/locations/yorktown-va,spa yorktown va,0,2,0,39
https://www.williamsburgmedspa.com/procedures,med spa williamsburg,0,8,0,7.125
https://www.williamsburgmedspa.com/procedures,med spa williamsburg va,0,17,0,3.823529411764706
https://www.williamsburgmedspa.com/procedures,medical spa williamsburg,0,22,0,8.954545454545453
https://www.williamsburgmedspa.com/procedures,medspa williamsburg va,0,1,0,4
https://www.williamsburgmedspa.com/procedures/blohmdahl-ear-piercing,ear piercing near me,0,1,0,6
https://www.williamsburgmedspa.com/procedures/blohmdahl-ear-piercing,ear piercing williamsburg,0,2,0,11.5
https://www.williamsburgmedspa.com/procedures/blohmdahl-ear-piercing,ear piercing williamsburg va,0,2,0,11.5
https://www.williamsburgmedspa.com/procedures/blohmdahl-ear-piercing,ear piercings,0,1,0,1
https://www.williamsburgmedspa.com/procedures/blohmdahl-ear-piercing,kids ear piercing,0,1,0,3
https://www.williamsburgmedspa.com/procedures/blohmdahl-ear-piercing,piercing near me,0,1,0,8
https://www.williamsburgmedspa.com/procedures/blohmdahl-ear-piercing,piercing spa,0,1,0,11
https://www.williamsburgmedspa.com/procedures/blohmdahl-ear-piercing,piercing williamsburg,0,2,0,22.5
https://www.williamsburgmedspa.com/procedures/blohmdahl-ear-piercing,piercings,0,1,0,14
https://www.williamsburgmedspa.com/procedures/blohmdahl-ear-piercing,piercings williamsburg,0,1,0,60
https://www.williamsburgmedspa.com/procedures/blohmdahl-ear-piercing,williamsburg piercing,0,1,0,21
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,baby ear piercing near me,0,1,0,12
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,blomdahl ear piercing near me,0,1,0,18
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,body piercing near me,0,1,0,8
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,childrens ear piercing near me,0,1,0,8
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,ear piercer,0,1,0,7
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,ear piercing,0,1,0,7
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,ear piercing lynchburg va,0,1,0,38
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,ear piercing nearby,0,1,0,10
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,ear piercing williamsburg,0,6,0,12.833333333333334
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,ear piercings,0,6,0,7
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,ear ring piercing near me,0,1,0,6
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,ears repierced,0,1,0,11
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,esr piercings,0,1,0,8
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,infant ear piercing in richmond va,0,1,0,52
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,kids ear piercing near me,0,1,0,10
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,little girl ear piercing near me,0,1,0,6
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,medical ear piercing,0,17,0,65.17647058823529
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,pediatric piercing near me,0,1,0,5
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,piercers near me,0,1,0,6
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,piercing,0,2,0,10.5
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,piercing near me,0,6,0,7.166666666666667
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,piercing salons near me,0,1,0,7
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,piercing shops around me,0,1,0,5
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,piercing shops near me,0,1,0,7
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,piercing williamsburg,0,5,0,20.2
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,piercing williamsburg va,0,29,0,8.862068965517242
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,piercings williamsburg,0,4,0,19.5
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,places to get ears pierced,0,1,0,6
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,studs williamsburg,0,1,0,26
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,tinnitus williamsburg va,0,2,0,58.5
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,toddler ear piercing near me,0,1,0,8
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,where to get ears pierced near me,0,1,0,6
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,where to get your ears pierced near me,0,1,0,6
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,williamsburg piercing,0,3,0,23
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing,yes,0,1,0,6
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing/for/children,ear piercing williamsburg va,0,2,0,49.5
https://www.williamsburgmedspa.com/procedures/blomdahl-ear-piercing/for/re-piercing,ear piercing williamsburg va,0,1,0,47
